"Fecha y Hora  del hecho","Fecha del hecho","Hora del hecho (HH:MM)","Dia de la Semana","Genero","Comuna","Modalidad","Arma/medio","Móvil agresor","Móvil víctima","Edad","Descripcion Conducta"
"2022 Jul 04 05:00:00 AM","2022 Jul 04 12:00:00 AM","05:00","lunes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","31","Hurto a motocicletas"
"2022 Jul 05 06:08:00 AM","2022 Jul 05 12:00:00 AM","06:08","martes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","44","Hurto a motocicletas"
"2022 Jul 05 09:35:00 PM","2022 Jul 05 12:00:00 AM","21:35","martes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 05 11:30:00 PM","2022 Jul 05 12:00:00 AM","23:30","martes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 Jul 06 07:30:00 PM","2022 Jul 06 12:00:00 AM","19:30","miércoles","Masculino","1","Atraco","Arma de fuego","Conductor motocicleta","A pie","26","Hurto a motocicletas"
"2022 Jul 06 09:30:00 PM","2022 Jul 06 12:00:00 AM","21:30","miércoles","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 08 07:30:00 PM","2022 Jul 08 12:00:00 AM","19:30","viernes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","36","Hurto a motocicletas"
"2022 Jul 09 07:30:00 AM","2022 Jul 09 12:00:00 AM","07:30","sábado","Masculino","2","Factor de oportunidad","Sin empleo de arma","Conductor motocicleta","A pie","21","Hurto a motocicletas"
"2022 Jul 09 10:06:00 PM","2022 Jul 09 12:00:00 AM","22:06","sábado","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","27","Hurto a motocicletas"
"2022 Jul 10 08:00:00 PM","2022 Jul 10 12:00:00 AM","20:00","domingo","Masculino","4","Halado","Sin empleo de arma","Conductor motocicleta","A pie","44","Hurto a motocicletas"
"2022 Jul 11 08:30:00 PM","2022 Jul 11 12:00:00 AM","20:30","lunes","Masculino","2","Halado","Sin empleo de arma","A pie","Conductor motocicleta","20","Hurto a motocicletas"
"2022 Jul 13 07:30:00 PM","2022 Jul 13 12:00:00 AM","19:30","miércoles","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 15 03:00:00 AM","2022 Jul 15 12:00:00 AM","03:00","viernes","Masculino","1","Atraco","No reportada","A pie","A pie","40","Hurto a motocicletas"
"2022 Jul 16 08:20:00 PM","2022 Jul 16 12:00:00 AM","20:20","sábado","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","25","Hurto a motocicletas"
"2022 Jul 17 07:00:00 PM","2022 Jul 17 12:00:00 AM","19:00","domingo","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","19","Hurto a motocicletas"
"2022 Jul 19 07:00:00 PM","2022 Jul 19 12:00:00 AM","19:00","martes","Femenino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","44","Hurto a motocicletas"
"2022 Jul 19 07:00:00 PM","2022 Jul 19 12:00:00 AM","19:00","martes","Femenino","1","Halado","Sin empleo de arma","A pie","A pie","39","Hurto a motocicletas"
"2022 Jul 20 08:10:00 PM","2022 Jul 20 12:00:00 AM","20:10","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","25","Hurto a motocicletas"
"2022 Jul 20 08:30:00 PM","2022 Jul 20 12:00:00 AM","20:30","miércoles","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","67","Hurto a motocicletas"
"2022 Jul 21 12:15:00 AM","2022 Jul 21 12:00:00 AM","00:15","jueves","Masculino","1","Engaño","Sin empleo de arma","A pie","A pie","23","Hurto a motocicletas"
"2022 Jul 21 09:00:00 PM","2022 Jul 21 12:00:00 AM","21:00","jueves","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 23 10:30:00 PM","2022 Jul 23 12:00:00 AM","22:30","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","29","Hurto a motocicletas"
"2022 Jul 23 10:30:00 PM","2022 Jul 23 12:00:00 AM","22:30","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","29","Hurto a motocicletas"
"2022 Jul 23 12:00:00 AM","2022 Jul 23 12:00:00 AM","00:00","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","33","Hurto a motocicletas"
"2022 Jul 23 09:40:00 PM","2022 Jul 23 12:00:00 AM","21:40","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 24 12:30:00 PM","2022 Jul 24 12:00:00 AM","12:30","domingo","Masculino","3","Halado","Sin empleo de arma","A pie","Conductor motocicleta","41","Hurto a motocicletas"
"2022 Jul 24 05:30:00 PM","2022 Jul 24 12:00:00 AM","17:30","domingo","Femenino","1","Halado","Sin empleo de arma","A pie","A pie","31","Hurto a motocicletas"
"2022 Jul 25 12:15:00 AM","2022 Jul 25 12:00:00 AM","00:15","lunes","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 Jul 26 01:00:00 PM","2022 Jul 26 12:00:00 AM","13:00","martes","Masculino","1","Atraco","Arma blanca","A pie","A pie","23","Hurto a motocicletas"
"2022 Jul 26 10:20:00 PM","2022 Jul 26 12:00:00 AM","22:20","martes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Jul 26 10:30:00 PM","2022 Jul 26 12:00:00 AM","22:30","martes","Masculino","7","Halado","Sin empleo de arma","A pie","Conductor motocicleta","39","Hurto a motocicletas"
"2022 Jul 27 09:10:00 PM","2022 Jul 27 12:00:00 AM","21:10","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","53","Hurto a motocicletas"
"2022 Jul 27 09:10:00 PM","2022 Jul 27 12:00:00 AM","21:10","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","53","Hurto a motocicletas"
"2022 Jul 27 04:00:00 AM","2022 Jul 27 12:00:00 AM","04:00","miércoles","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","28","Hurto a motocicletas"
"2022 Jul 27 07:30:00 PM","2022 Jul 27 12:00:00 AM","19:30","miércoles","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 01 12:45:00 AM","2022 Aug 01 12:00:00 AM","00:45","lunes","Femenino","9","Atraco","Arma blanca","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 01 01:10:00 PM","2022 Aug 01 12:00:00 AM","13:10","lunes","Masculino","10","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 01 01:30:00 PM","2022 Aug 01 12:00:00 AM","13:30","lunes","Masculino","10","Halado","Sin empleo de arma","Pasajero motocicleta","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 01 03:15:00 PM","2022 Aug 01 12:00:00 AM","15:15","lunes","Femenino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 01 10:15:00 PM","2022 Aug 01 12:00:00 AM","22:15","lunes","Masculino","9","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 01 11:00:00 PM","2022 Aug 01 12:00:00 AM","23:00","lunes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 02 06:00:00 PM","2022 Aug 02 12:00:00 AM","18:00","martes","Masculino","6","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 03 02:40:00 PM","2022 Aug 03 12:00:00 AM","14:40","miércoles","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 04 07:30:00 PM","2022 Aug 04 12:00:00 AM","19:30","jueves","Masculino","10","Halado","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 04 09:00:00 PM","2022 Aug 04 12:00:00 AM","21:00","jueves","Femenino","6","Atraco","Arma blanca","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 05 04:30:00 PM","2022 Aug 05 12:00:00 AM","16:30","viernes","Masculino","10","Halado","Sin empleo de arma","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 06 08:20:00 PM","2022 Aug 06 12:00:00 AM","20:20","sábado","Masculino","4","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 07 03:31:00 AM","2022 Aug 07 12:00:00 AM","03:31","domingo","Masculino","4","Atraco","Arma blanca","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 07 04:02:00 AM","2022 Aug 07 12:00:00 AM","04:02","domingo","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 07 06:02:00 AM","2022 Aug 07 12:00:00 AM","06:02","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 07 06:35:00 PM","2022 Aug 07 12:00:00 AM","18:35","domingo","Femenino","No reportada","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 07 09:45:00 PM","2022 Aug 07 12:00:00 AM","21:45","domingo","Masculino","3","Atraco","Arma blanca","Conductor motocicleta","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 08 12:40:00 AM","2022 Aug 08 12:00:00 AM","00:40","lunes","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 08 05:00:00 AM","2022 Aug 08 12:00:00 AM","05:00","lunes","Masculino","4","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 08 05:40:00 AM","2022 Aug 08 12:00:00 AM","05:40","lunes","Femenino","No reportada","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 08 08:40:00 PM","2022 Aug 08 12:00:00 AM","20:40","lunes","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 08 09:00:00 PM","2022 Aug 08 12:00:00 AM","21:00","lunes","Femenino","1","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 08 10:15:00 PM","2022 Aug 08 12:00:00 AM","22:15","lunes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 09 08:00:00 PM","2022 Aug 09 12:00:00 AM","20:00","martes","Masculino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 10 09:00:00 PM","2022 Aug 10 12:00:00 AM","21:00","miércoles","Masculino","2","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 11 02:00:00 PM","2022 Aug 11 12:00:00 AM","14:00","jueves","Masculino","7","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 12 11:59:00 AM","2022 Aug 12 12:00:00 AM","11:59","viernes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 13 04:00:00 PM","2022 Aug 13 12:00:00 AM","16:00","sábado","Masculino","4","Halado","Sin empleo de arma","A pie","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 14 02:30:00 AM","2022 Aug 14 12:00:00 AM","02:30","domingo","Masculino","1","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 14 07:30:00 PM","2022 Aug 14 12:00:00 AM","19:30","domingo","Masculino","Veredas de Neiva","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 14 11:00:00 PM","2022 Aug 14 12:00:00 AM","23:00","domingo","Masculino","7","Atraco","Arma blanca","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 15 01:43:00 AM","2022 Aug 15 12:00:00 AM","01:43","lunes","Masculino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 15 02:00:00 AM","2022 Aug 15 12:00:00 AM","02:00","lunes","Masculino","No reportada","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 16 06:30:00 AM","2022 Aug 16 12:00:00 AM","06:30","martes","Masculino","No reportada","Halado","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 17 05:00:00 PM","2022 Aug 17 12:00:00 AM","17:00","miércoles","Femenino","4","Factor de oportunidad","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 17 07:00:00 PM","2022 Aug 17 12:00:00 AM","19:00","miércoles","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 17 10:30:00 PM","2022 Aug 17 12:00:00 AM","22:30","miércoles","Masculino","1","Halado","Sin empleo de arma","Conductor motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 18 09:00:00 AM","2022 Aug 18 12:00:00 AM","09:00","jueves","Masculino","Veredas de Neiva","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 20 11:00:00 PM","2022 Aug 20 12:00:00 AM","23:00","sábado","Masculino","6","Atraco","Arma de fuego","Pasajero motocicleta","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 20 11:30:00 PM","2022 Aug 20 12:00:00 AM","23:30","sábado","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 21 04:00:00 PM","2022 Aug 21 12:00:00 AM","16:00","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 22 08:30:00 PM","2022 Aug 22 12:00:00 AM","20:30","lunes","Femenino","2","Halado","Sin empleo de arma","A pie","Conductor motocicleta","No reportada","Hurto a motocicletas"
"2022 Aug 22 08:40:00 PM","2022 Aug 22 12:00:00 AM","20:40","lunes","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 24 11:00:00 AM","2022 Aug 24 12:00:00 AM","11:00","miércoles","Femenino","6","Halado","Sin empleo de arma","Conductor motocicleta","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 25 01:00:00 AM","2022 Aug 25 12:00:00 AM","01:00","jueves","Masculino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 25 07:15:00 PM","2022 Aug 25 12:00:00 AM","19:15","jueves","Femenino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 27 06:40:00 PM","2022 Aug 27 12:00:00 AM","18:40","sábado","Femenino","1","Atraco","Arma de fuego","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 28 11:30:00 PM","2022 Aug 28 12:00:00 AM","23:30","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 30 03:40:00 PM","2022 Aug 30 12:00:00 AM","15:40","martes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Aug 31 07:35:00 PM","2022 Aug 31 12:00:00 AM","19:35","miércoles","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","No reportada","Hurto a motocicletas"
"2022 Sep 01 08:30:00 PM","2022 Sep 01 12:00:00 AM","1899-12-31T20:30:00.000","jueves","Masculino","2","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","25","Hurto a motocicletas"
"2022 Sep 01 09:10:00 PM","2022 Sep 01 12:00:00 AM","1899-12-31T21:10:00.000","jueves","Masculino","2","Factor de oportunidad","Sin empleo de arma","A pie","A pie","19","Hurto a motocicletas"
"2022 Sep 02 10:00:00 PM","2022 Sep 02 12:00:00 AM","1899-12-31T22:00:00.000","viernes","Femenino","6","Atraco","Arma Blanca","A pie","Conductor motocicleta","30","Hurto a motocicletas"
"2022 Sep 03 01:40:00 PM","2022 Sep 03 12:00:00 AM","1899-12-31T13:40:00.000","sábado","Masculino","5","Halado","Sin empleo de arma","A pie","A pie","30","Hurto a motocicletas"
"2022 Sep 04 01:30:00 AM","2022 Sep 04 12:00:00 AM","1899-12-31T01:30:00.000","domingo","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","28","Hurto a motocicletas"
"2022 Sep 04 07:30:00 PM","2022 Sep 04 12:00:00 AM","1899-12-31T19:30:00.000","domingo","Femenino","6","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","26","Hurto a motocicletas"
"2022 Sep 07 10:30:00 PM","2022 Sep 07 12:00:00 AM","1899-12-31T22:30:00.000","miércoles","Masculino","6","Halado","Sin empleo de arma","A pie","A pie","74","Hurto a motocicletas"
"2022 Sep 08 02:30:00 PM","2022 Sep 08 12:00:00 AM","1899-12-31T14:30:00.000","jueves","Masculino","8","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","41","Hurto a motocicletas"
"2022 Sep 08 07:00:00 PM","2022 Sep 08 12:00:00 AM","1899-12-31T19:00:00.000","jueves","Masculino","5","Halado","Sin empleo de arma","A pie","A pie","46","Hurto a motocicletas"
"2022 Sep 09 09:00:00 PM","2022 Sep 09 12:00:00 AM","1899-12-31T21:00:00.000","viernes","Femenino","6","Factor de oportunidad","Sin empleo de arma","A pie","A pie","30","Hurto a motocicletas"
"2022 Sep 09 09:30:00 PM","2022 Sep 09 12:00:00 AM","1899-12-31T21:30:00.000","viernes","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","37","Hurto a motocicletas"
"2022 Sep 10 07:00:00 PM","2022 Sep 10 12:00:00 AM","1899-12-31T19:00:00.000","sábado","Masculino","5","Factor de oportunidad","Sin empleo de arma","Pasajero motocicleta","A pie","29","Hurto a motocicletas"
"2022 Sep 10 07:30:00 PM","2022 Sep 10 12:00:00 AM","1899-12-31T19:30:00.000","sábado","Masculino","9","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","51","Hurto a motocicletas"
"2022 Sep 12 07:00:00 PM","2022 Sep 12 12:00:00 AM","1899-12-31T19:00:00.000","lunes","Femenino","1","Halado","Sin empleo de arma","A pie","A pie","19","Hurto a motocicletas"
"2022 Sep 13 04:30:00 AM","2022 Sep 13 12:00:00 AM","1899-12-31T04:30:00.000","martes","Femenino","1","Halado","Sin empleo de arma","A pie","A pie","22","Hurto a motocicletas"
"2022 Sep 13 08:00:00 PM","2022 Sep 13 12:00:00 AM","1899-12-31T20:00:00.000","martes","Masculino","8","Atraco","Arma Blanca","Pasajero motocicleta","Conductor motocicleta","20","Hurto a motocicletas"
"2022 Sep 14 09:48:00 AM","2022 Sep 14 12:00:00 AM","1899-12-31T09:48:00.000","miércoles","Masculino","1","Halado","Sin empleo de arma","A pie","A pie","35","Hurto a motocicletas"
"2022 Sep 14 01:30:00 PM","2022 Sep 14 12:00:00 AM","1899-12-31T13:30:00.000","miércoles","Masculino","3","Halado","Sin empleo de arma","A pie","A pie","45","Hurto a motocicletas"
"2022 Sep 14 02:39:00 PM","2022 Sep 14 12:00:00 AM","1899-12-31T14:39:00.000","miércoles","Masculino","8","Halado","Sin empleo de arma","A pie","A pie","35","Hurto a motocicletas"
"2022 Sep 14 10:35:00 PM","2022 Sep 14 12:00:00 AM","1899-12-31T22:35:00.000","miércoles","Masculino","10","Halado","Sin empleo de arma","A pie","A pie","42","Hurto a motocicletas"
"2022 Sep 14 11:50:00 PM","2022 Sep 14 12:00:00 AM","1899-12-31T23:50:00.000","miércoles","Masculino","10","Atraco","Arma de Fuego","Pasajero motocicleta","Conductor motocicleta","28","Hurto a motocicletas"
